;date;species_name;num_pop
238;2250.07.15;卡拉布纳;2
239;2250.07.15;阿赞提;3
240;2250.07.15;哈特拉达;5
241;2250.07.15;哈沃拉;1
242;2250.07.15;柯林斯;1
243;2250.07.15;伊尔祖库;11
244;2251.01.15;罗鹏;50
245;2251.01.15;瑟姆拉;37
246;2251.01.15;魁尔努达尔;1
247;2251.01.15;雷夫索里特;42
248;2251.01.15;卡拉布纳;2
249;2251.01.15;阿赞提;3
250;2251.01.15;哈特拉达;5
251;2251.01.15;哈沃拉;1
252;2251.01.15;柯林斯;1
253;2251.01.15;伊尔祖库;12
254;2251.07.15;罗鹏;50
255;2251.07.15;瑟姆拉;31
256;2251.07.15;魁尔努达尔;1
257;2251.07.15;雷夫索里特;42
258;2251.07.15;卡拉布纳;2
259;2251.07.15;阿赞提;3
260;2251.07.15;哈特拉达;5
261;2251.07.15;哈沃拉;1
262;2251.07.15;柯林斯;1
263;2251.07.15;伊尔祖库;12
264;2252.01.15;罗鹏;50
265;2252.01.15;瑟姆拉;25
266;2252.01.15;魁尔努达尔;1
267;2252.01.15;雷夫索里特;42
268;2252.01.15;卡拉布纳;2
269;2252.01.15;阿赞提;3
270;2252.01.15;哈特拉达;6
271;2252.01.15;哈沃拉;2
272;2252.01.15;柯林斯;1
273;2252.01.15;伊尔祖库;13
274;2252.07.15;罗鹏;50
275;2252.07.15;瑟姆拉;19
276;2252.07.15;魁尔努达尔;1
277;2252.07.15;雷夫索里特;43
278;2252.07.15;卡拉布纳;2
279;2252.07.15;阿赞提;3
280;2252.07.15;哈特拉达;6
281;2252.07.15;哈沃拉;2
282;2252.07.15;柯林斯;1
283;2252.07.15;伊尔祖库;13
284;2253.01.15;罗鹏;51
285;2253.01.15;瑟姆拉;13
286;2253.01.15;魁尔努达尔;1
287;2253.01.15;雷夫索里特;44
288;2253.01.15;卡拉布纳;2
289;2253.01.15;阿赞提;3
290;2253.01.15;哈特拉达;6
291;2253.01.15;哈沃拉;2
292;2253.01.15;柯林斯;1
293;2253.01.15;伊尔祖库;14
294;2253.07.15;罗鹏;51
295;2253.07.15;瑟姆拉;7
296;2253.07.15;魁尔努达尔;1
297;2253.07.15;雷夫索里特;44
298;2253.07.15;卡拉布纳;2
299;2253.07.15;阿赞提;3
300;2253.07.15;哈特拉达;7
301;2253.07.15;哈沃拉;2
302;2253.07.15;柯林斯;1
303;2253.07.15;伊尔祖库;14
304;2254.01.15;罗鹏;51
305;2254.01.15;瑟姆拉;1
306;2254.01.15;魁尔努达尔;1
307;2254.01.15;雷夫索里特;44
308;2254.01.15;卡拉布纳;2
309;2254.01.15;阿赞提;3
310;2254.01.15;哈特拉达;7
311;2254.01.15;哈沃拉;2
312;2254.01.15;柯林斯;1
313;2254.01.15;伊尔祖库;16
314;2254.07.15;罗鹏;51
315;2254.07.15;魁尔努达尔;1
316;2254.07.15;雷夫索里特;44
317;2254.07.15;卡拉布纳;2
318;2254.07.15;阿赞提;3
319;2254.07.15;哈特拉达;7
320;2254.07.15;哈沃拉;2
321;2254.07.15;柯林斯;1
322;2254.07.15;伊尔祖库;17
323;2255.01.15;罗鹏;53
324;2255.01.15;魁尔努达尔;1
325;2255.01.15;雷夫索里特;46
326;2255.01.15;卡拉布纳;2
327;2255.01.15;阿赞提;3
328;2255.01.15;哈特拉达;7
329;2255.01.15;哈沃拉;2
330;2255.01.15;柯林斯;1
331;2255.01.15;伊尔祖库;17
332;2255.07.15;罗鹏;53
333;2255.07.15;魁尔努达尔;1
334;2255.07.15;雷夫索里特;46
335;2255.07.15;卡拉布纳;2
336;2255.07.15;阿赞提;4
337;2255.07.15;哈特拉达;7
338;2255.07.15;哈沃拉;2
339;2255.07.15;柯林斯;1
340;2255.07.15;伊尔祖库;17
341;2256.01.15;罗鹏;53
342;2256.01.15;埃斯雅贡;1
343;2256.01.15;特波兰;1
344;2256.01.15;魁尔努达尔;1
345;2256.01.15;雷夫索里特;47
346;2256.01.15;卡拉布纳;2
347;2256.01.15;阿赞提;4
348;2256.01.15;哈特拉达;7
349;2256.01.15;哈沃拉;2
350;2256.01.15;柯林斯;1
351;2256.01.15;伊尔祖库;19
352;2256.07.15;罗鹏;53
353;2256.07.15;埃斯雅贡;1
354;2256.07.15;特波兰;1
355;2256.07.15;魁尔努达尔;1
356;2256.07.15;雷夫索里特;47
357;2256.07.15;卡拉布纳;2
358;2256.07.15;阿赞提;4
359;2256.07.15;哈特拉达;7
360;2256.07.15;哈沃拉;2
361;2256.07.15;柯林斯;1
362;2256.07.15;伊尔祖库;21
363;2257.01.15;罗鹏;55
364;2257.01.15;埃斯雅贡;1
365;2257.01.15;特波兰;1
366;2257.01.15;魁尔努达尔;1
367;2257.01.15;雷夫索里特;47
368;2257.01.15;卡拉布纳;3
369;2257.01.15;阿赞提;4
370;2257.01.15;哈特拉达;7
371;2257.01.15;哈沃拉;2
372;2257.01.15;柯林斯;3
373;2257.01.15;伊尔祖库;21
374;2257.07.15;罗鹏;55
375;2257.07.15;埃斯雅贡;2
376;2257.07.15;特波兰;1
377;2257.07.15;魁尔努达尔;1
378;2257.07.15;雷夫索里特;48
379;2257.07.15;卡拉布纳;3
380;2257.07.15;阿赞提;6
381;2257.07.15;哈特拉达;7
382;2257.07.15;哈沃拉;2
383;2257.07.15;柯林斯;3
384;2257.07.15;伊尔祖库;21
385;2258.01.15;罗鹏;55
386;2258.01.15;埃斯雅贡;2
387;2258.01.15;特波兰;2
388;2258.01.15;魁尔努达尔;1
389;2258.01.15;雷夫索里特;48
390;2258.01.15;卡拉布纳;3
391;2258.01.15;阿赞提;6
392;2258.01.15;哈特拉达;7
393;2258.01.15;哈沃拉;2
394;2258.01.15;柯林斯;3
395;2258.01.15;伊尔祖库;22
396;2258.07.15;罗鹏;55
397;2258.07.15;埃斯雅贡;2
398;2258.07.15;特波兰;2
399;2258.07.15;魁尔努达尔;1
400;2258.07.15;雷夫索里特;48
401;2258.07.15;卡拉布纳;3
402;2258.07.15;阿赞提;8
403;2258.07.15;哈特拉达;7
404;2258.07.15;哈沃拉;2
405;2258.07.15;柯林斯;3
406;2258.07.15;伊尔祖库;22
407;2259.01.15;罗鹏;57
408;2259.01.15;埃斯雅贡;2
409;2259.01.15;特波兰;2
410;2259.01.15;魁尔努达尔;1
411;2259.01.15;雷夫索里特;48
412;2259.01.15;卡拉布纳;3
413;2259.01.15;阿赞提;9
414;2259.01.15;哈特拉达;7
415;2259.01.15;哈沃拉;2
416;2259.01.15;柯林斯;4
417;2259.01.15;伊尔祖库;24
418;2259.07.15;罗鹏;57
419;2259.07.15;埃斯雅贡;3
420;2259.07.15;特波兰;2
421;2259.07.15;魁尔努达尔;1
422;2259.07.15;雷夫索里特;48
423;2259.07.15;卡拉布纳;3
424;2259.07.15;阿赞提;10
425;2259.07.15;哈特拉达;7
426;2259.07.15;哈沃拉;2
427;2259.07.15;柯林斯;4
428;2259.07.15;伊尔祖库;26
429;2260.01.15;罗鹏;58
430;2260.01.15;埃斯雅贡;3
431;2260.01.15;特波兰;2
432;2260.01.15;魁尔努达尔;1
433;2260.01.15;雷夫索里特;49
434;2260.01.15;卡拉布纳;3
435;2260.01.15;阿赞提;10
436;2260.01.15;哈特拉达;7
437;2260.01.15;哈沃拉;2
438;2260.01.15;柯林斯;4
439;2260.01.15;伊尔祖库;27
440;2260.07.15;罗鹏;60
441;2260.07.15;埃斯雅贡;3
442;2260.07.15;特波兰;3
443;2260.07.15;魁尔努达尔;1
444;2260.07.15;普洛斯纳坎;42
445;2260.07.15;奥霖巴;8
446;2260.07.15;雷夫索里特;49
447;2260.07.15;卡拉布纳;3
448;2260.07.15;阿赞提;10
449;2260.07.15;哈特拉达;7
450;2260.07.15;拉克索拉克纳克;1
451;2260.07.15;哈沃拉;2
452;2260.07.15;柯林斯;5
453;2260.07.15;伊尔祖库;37
454;2260.07.15;伊垂兰;7
455;2260.07.15;机器人;10
456;2261.01.15;罗鹏;61
457;2261.01.15;埃斯雅贡;3
458;2261.01.15;特波兰;3
459;2261.01.15;魁尔努达尔;1
460;2261.01.15;普洛斯纳坎;42
461;2261.01.15;奥霖巴;8
462;2261.01.15;雷夫索里特;49
463;2261.01.15;卡拉布纳;3
464;2261.01.15;阿赞提;11
465;2261.01.15;哈特拉达;7
466;2261.01.15;拉克索拉克纳克;4
467;2261.01.15;哈沃拉;2
468;2261.01.15;柯林斯;5
469;2261.01.15;伊尔祖库;39
470;2261.01.15;伊垂兰;7
471;2261.01.15;机器人;10
472;2261.07.15;罗鹏;61
473;2261.07.15;埃斯雅贡;3
474;2261.07.15;特波兰;3
475;2261.07.15;魁尔努达尔;1
476;2261.07.15;普洛斯纳坎;42
477;2261.07.15;奥霖巴;8
478;2261.07.15;雷夫索里特;49
479;2261.07.15;卡拉布纳;3
480;2261.07.15;阿赞提;13
481;2261.07.15;哈特拉达;7
482;2261.07.15;拉克索拉克纳克;5
483;2261.07.15;哈沃拉;2
484;2261.07.15;柯林斯;5
485;2261.07.15;伊尔祖库;40
486;2261.07.15;伊垂兰;7
487;2261.07.15;机器人;10
488;2262.01.15;罗鹏;61
489;2262.01.15;埃斯雅贡;4
490;2262.01.15;特波兰;3
491;2262.01.15;魁尔努达尔;1
492;2262.01.15;普洛斯纳坎;42
493;2262.01.15;奥霖巴;8
494;2262.01.15;雷夫索里特;49
495;2262.01.15;卡拉布纳;3
496;2262.01.15;阿赞提;13
497;2262.01.15;哈特拉达;7
498;2262.01.15;拉克索拉克纳克;5
499;2262.01.15;哈沃拉;2
500;2262.01.15;柯林斯;5
501;2262.01.15;伊尔祖库;40
502;2262.01.15;伊垂兰;7
503;2262.01.15;机器人;10
504;2262.07.15;罗鹏;61
505;2262.07.15;埃斯雅贡;4
506;2262.07.15;特波兰;3
507;2262.07.15;魁尔努达尔;1
508;2262.07.15;普洛斯纳坎;44
509;2262.07.15;奥霖巴;8
510;2262.07.15;雷夫索里特;51
511;2262.07.15;卡拉布纳;3
512;2262.07.15;阿赞提;13
513;2262.07.15;哈特拉达;7
514;2262.07.15;拉克索拉克纳克;5
515;2262.07.15;哈沃拉;2
516;2262.07.15;柯林斯;6
517;2262.07.15;伊尔祖库;41
518;2262.07.15;伊垂兰;7
519;2262.07.15;机器人;10
520;2263.01.15;罗鹏;61
521;2263.01.15;埃斯雅贡;4
522;2263.01.15;特波兰;3
523;2263.01.15;魁尔努达尔;1
524;2263.01.15;普洛斯纳坎;44
525;2263.01.15;奥霖巴;8
526;2263.01.15;雷夫索里特;52
527;2263.01.15;卡拉布纳;3
528;2263.01.15;阿赞提;14
529;2263.01.15;哈特拉达;7
530;2263.01.15;拉克索拉克纳克;5
531;2263.01.15;哈沃拉;2
532;2263.01.15;柯林斯;6
533;2263.01.15;伊尔祖库;41
534;2263.01.15;伊垂兰;7
535;2263.01.15;机器人;10
536;2263.07.15;罗鹏;62
537;2263.07.15;埃斯雅贡;4
538;2263.07.15;特波兰;3
539;2263.07.15;魁尔努达尔;1
540;2263.07.15;普洛斯纳坎;45
541;2263.07.15;奥霖巴;10
542;2263.07.15;雷夫索里特;52
543;2263.07.15;卡拉布纳;4
544;2263.07.15;阿赞提;14
545;2263.07.15;哈特拉达;7
546;2263.07.15;拉克索拉克纳克;5
547;2263.07.15;哈沃拉;2
548;2263.07.15;柯林斯;6
549;2263.07.15;伊尔祖库;41
550;2263.07.15;伊垂兰;7
551;2263.07.15;机器人;10
552;2264.01.15;罗鹏;62
553;2264.01.15;埃斯雅贡;4
554;2264.01.15;特波兰;3
555;2264.01.15;魁尔努达尔;1
556;2264.01.15;普洛斯纳坎;47
557;2264.01.15;奥霖巴;10
558;2264.01.15;雷夫索里特;52
559;2264.01.15;卡拉布纳;4
560;2264.01.15;阿赞提;15
561;2264.01.15;哈特拉达;7
562;2264.01.15;拉克索拉克纳克;5
563;2264.01.15;哈沃拉;2
564;2264.01.15;柯林斯;7
565;2264.01.15;伊尔祖库;41
566;2264.01.15;伊垂兰;8
567;2264.01.15;机器人;10
568;2264.07.15;罗鹏;62
569;2264.07.15;埃斯雅贡;4
570;2264.07.15;特波兰;3
571;2264.07.15;魁尔努达尔;1
572;2264.07.15;普洛斯纳坎;47
573;2264.07.15;奥霖巴;10
574;2264.07.15;雷夫索里特;53
575;2264.07.15;卡拉布纳;4
576;2264.07.15;阿赞提;15
577;2264.07.15;哈特拉达;7
578;2264.07.15;拉克索拉克纳克;5
579;2264.07.15;哈沃拉;2
580;2264.07.15;柯林斯;7
581;2264.07.15;伊尔祖库;41
582;2264.07.15;伊垂兰;8
583;2264.07.15;机器人;12
584;2265.01.15;罗鹏;62
585;2265.01.15;埃斯雅贡;5
586;2265.01.15;特波兰;3
587;2265.01.15;魁尔努达尔;1
588;2265.01.15;普洛斯纳坎;49
589;2265.01.15;奥霖巴;10
590;2265.01.15;雷夫索里特;54
591;2265.01.15;卡拉布纳;4
592;2265.01.15;阿赞提;16
593;2265.01.15;哈特拉达;7
594;2265.01.15;拉克索拉克纳克;5
595;2265.01.15;哈沃拉;2
596;2265.01.15;柯林斯;7
597;2265.01.15;伊尔祖库;42
598;2265.01.15;伊垂兰;8
599;2265.01.15;机器人;12
600;2265.07.15;罗鹏;63
601;2265.07.15;埃斯雅贡;5
602;2265.07.15;特波兰;3
603;2265.07.15;魁尔努达尔;1
604;2265.07.15;普洛斯纳坎;50
605;2265.07.15;奥霖巴;11
606;2265.07.15;雷夫索里特;54
607;2265.07.15;卡拉布纳;5
608;2265.07.15;阿赞提;17
609;2265.07.15;哈特拉达;7
610;2265.07.15;拉克索拉克纳克;5
611;2265.07.15;哈沃拉;2
612;2265.07.15;柯林斯;9
613;2265.07.15;伊尔祖库;42
614;2265.07.15;伊垂兰;8
615;2265.07.15;机器人;12
616;2266.01.15;罗鹏;63
617;2266.01.15;埃斯雅贡;5
618;2266.01.15;特波兰;3
619;2266.01.15;魁尔努达尔;1
620;2266.01.15;普洛斯纳坎;50
621;2266.01.15;奥霖巴;11
622;2266.01.15;雷夫索里特;55
623;2266.01.15;卡拉布纳;5
624;2266.01.15;阿赞提;17
625;2266.01.15;哈特拉达;7
626;2266.01.15;拉克索拉克纳克;5
627;2266.01.15;哈沃拉;2
628;2266.01.15;柯林斯;9
629;2266.01.15;伊尔祖库;42
630;2266.01.15;伊垂兰;10
631;2266.01.15;机器人;12
632;2266.07.15;罗鹏;63
633;2266.07.15;埃斯雅贡;5
634;2266.07.15;特波兰;3
635;2266.07.15;魁尔努达尔;1
636;2266.07.15;普洛斯纳坎;53
637;2266.07.15;奥霖巴;11
638;2266.07.15;雷夫索里特;55
639;2266.07.15;卡拉布纳;5
640;2266.07.15;阿赞提;18
641;2266.07.15;哈特拉达;7
642;2266.07.15;拉克索拉克纳克;5
643;2266.07.15;哈沃拉;2
644;2266.07.15;柯林斯;10
645;2266.07.15;伊尔祖库;42
646;2266.07.15;伊垂兰;10
647;2266.07.15;机器人;12
648;2267.01.15;罗鹏;63
649;2267.01.15;埃斯雅贡;5
650;2267.01.15;特波兰;3
651;2267.01.15;魁尔努达尔;1
652;2267.01.15;普洛斯纳坎;53
653;2267.01.15;奥霖巴;11
654;2267.01.15;雷夫索里特;55
655;2267.01.15;卡拉布纳;5
656;2267.01.15;阿赞提;18
657;2267.01.15;哈特拉达;7
658;2267.01.15;拉克索拉克纳克;5
659;2267.01.15;哈沃拉;2
660;2267.01.15;柯林斯;11
661;2267.01.15;伊尔祖库;42
662;2267.01.15;伊垂兰;12
663;2267.01.15;机器人;12
664;2267.07.15;罗鹏;64
665;2267.07.15;埃斯雅贡;5
666;2267.07.15;特波兰;4
667;2267.07.15;魁尔努达尔;2
668;2267.07.15;普洛斯纳坎;53
669;2267.07.15;奥霖巴;11
670;2267.07.15;雷夫索里特;55
671;2267.07.15;卡拉布纳;6
672;2267.07.15;阿赞提;18
673;2267.07.15;哈特拉达;7
674;2267.07.15;拉克索拉克纳克;6
675;2267.07.15;哈沃拉;2
676;2267.07.15;柯林斯;12
677;2267.07.15;伊尔祖库;43
678;2267.07.15;伊垂兰;13
679;2267.07.15;机器人;12
680;2268.01.15;罗鹏;65
681;2268.01.15;埃斯雅贡;5
682;2268.01.15;特波兰;4
683;2268.01.15;魁尔努达尔;2
684;2268.01.15;普洛斯纳坎;54
685;2268.01.15;奥霖巴;11
686;2268.01.15;雷夫索里特;55
687;2268.01.15;卡拉布纳;6
688;2268.01.15;阿赞提;18
689;2268.01.15;哈特拉达;7
690;2268.01.15;拉克索拉克纳克;6
691;2268.01.15;哈沃拉;2
692;2268.01.15;柯林斯;13
693;2268.01.15;伊尔祖库;43
694;2268.01.15;伊垂兰;13
695;2268.01.15;机器人;12
696;2268.07.15;罗鹏;65
697;2268.07.15;埃斯雅贡;5
698;2268.07.15;特波兰;4
699;2268.07.15;魁尔努达尔;2
700;2268.07.15;普洛斯纳坎;55
701;2268.07.15;奥霖巴;12
702;2268.07.15;雷夫索里特;55
703;2268.07.15;卡拉布纳;6
704;2268.07.15;阿赞提;19
705;2268.07.15;哈特拉达;7
706;2268.07.15;拉克索拉克纳克;6
707;2268.07.15;哈沃拉;2
708;2268.07.15;柯林斯;14
709;2268.07.15;伊尔祖库;44
710;2268.07.15;伊垂兰;14
711;2268.07.15;机器人;14
712;2269.01.15;罗鹏;68
713;2269.01.15;埃斯雅贡;5
714;2269.01.15;特波兰;4
715;2269.01.15;魁尔努达尔;2
716;2269.01.15;普洛斯纳坎;56
717;2269.01.15;奥霖巴;12
718;2269.01.15;雷夫索里特;55
719;2269.01.15;卡拉布纳;6
720;2269.01.15;阿赞提;22
721;2269.01.15;哈特拉达;7
722;2269.01.15;拉克索拉克纳克;6
723;2269.01.15;哈沃拉;2
724;2269.01.15;柯林斯;14
725;2269.01.15;伊尔祖库;44
726;2269.01.15;伊垂兰;14
727;2269.01.15;机器人;14
728;2269.07.15;罗鹏;69
729;2269.07.15;埃斯雅贡;5
730;2269.07.15;特波兰;5
731;2269.07.15;魁尔努达尔;2
732;2269.07.15;普洛斯纳坎;56
733;2269.07.15;奥霖巴;12
734;2269.07.15;雷夫索里特;55
735;2269.07.15;卡拉布纳;6
736;2269.07.15;阿赞提;24
737;2269.07.15;哈特拉达;7
738;2269.07.15;拉克索拉克纳克;6
739;2269.07.15;哈沃拉;2
740;2269.07.15;柯林斯;15
741;2269.07.15;伊尔祖库;44
742;2269.07.15;伊垂兰;14
743;2269.07.15;机器人;14
744;2270.01.15;罗鹏;69
745;2270.01.15;埃斯雅贡;6
746;2270.01.15;特波兰;5
747;2270.01.15;魁尔努达尔;2
748;2270.01.15;普洛斯纳坎;57
749;2270.01.15;奥霖巴;14
750;2270.01.15;雷夫索里特;56
751;2270.01.15;卡拉布纳;7
752;2270.01.15;阿赞提;25
753;2270.01.15;哈特拉达;7
754;2270.01.15;拉克索拉克纳克;6
755;2270.01.15;哈沃拉;2
756;2270.01.15;柯林斯;16
757;2270.01.15;伊尔祖库;44
758;2270.01.15;伊垂兰;15
759;2270.01.15;机器人;14
760;2270.07.15;罗鹏;69
761;2270.07.15;埃斯雅贡;6
762;2270.07.15;特波兰;6
763;2270.07.15;魁尔努达尔;2
764;2270.07.15;普洛斯纳坎;57
765;2270.07.15;奥霖巴;14
766;2270.07.15;雷夫索里特;56
767;2270.07.15;卡拉布纳;7
768;2270.07.15;阿赞提;27
769;2270.07.15;哈特拉达;7
